"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding","level_id","platform_code"
"104931-2330360","2152","Copeland Street and W College Avenue","COPCOLL","30.440699","-84.290808","","","0","","","1","",""
"104931-2330361","2156","Blair Stone Road and Kay Avenue","BLSTKAY","30.413367","-84.251167","","","0","","","1","",""
"104931-2330362","2158","W College Avenue and Martin Luther King Jr Boulevard","COLMLK","30.440669","-84.285958","","","0","","","1","",""
"104931-2330363","2159","W Pensacola Street and Appleyard Drive","PENAPPWB","30.441197","-84.338957","","","0","","","1","",""
"104931-2330364","2160","Pensacola Street and Blountstown Street","PENSBLUT","30.437299","-84.349418","","","0","","","0","",""
"104931-2330365","2161","4070 Esplanade Way","ESPSHUM","30.388937","-84.232491","","","0","","","1","",""
"104931-2330366","2162","Blountstown Highway at Ghazvini Learning Center","BLOUNTST","30.445078","-84.346968","","","0","","","0","",""
"104931-2330367","2163","Shumard Oaks and Merchants Wb (Fl Department Of Revenue)","SHUMERCH","30.387496","-84.237867","","","0","","","1","",""
"104931-2330368","2164","Blair Stone Road and Willow Bend Way","BLSTWLLW","30.4168","-84.250763","","","0","","","1","",""
"104931-2330369","2166","N Mission Road south of W Tharpe Street","MISSTHRP","30.46445","-84.344027","","","0","","","1","",""
"104931-2330370","2168","N Mission Road and Rexwood Drive","MISSGREE","30.461346","-84.34335","","","0","","","1","",""
"104931-2330371","2169","Blair Stone Road and Winewood Way","BLARWWD","30.422611","-84.248989","","","0","","","1","",""
"104931-2330372","2171","N Blountstown Highway and Bicycle Road","BLUTTENN","30.459545","-84.346113","","","0","","","0","",""
"104931-2330375","2179","Florida State University 1st Circle","FSU 1ST","30.438165","-84.302659","","","0","","","1","",""
"104931-2330377","2181","Pottsdamer Street and E Pual Drac Drive","POTT23","30.423061","-84.320662","","","0","","","1","",""
"104931-2330378","2187","W Pensacola Street and Atkinson Drive","PENATKIN","30.440256","-84.311284","","","0","","","1","",""
"104931-2330379","2188","Ocala Road at Heritage Grove","OCALAHER","30.445615","-84.316956","","","0","","","1","",""
"104931-2330380","2191","Belle Vue Way and Mabry Street","BELMBRY","30.438126","-84.327801","","","0","","","1","",""
"104931-2330381","2192","Jackson Bluff Road and Revell Drive","SEMISUTE","30.434462","-84.327234","","","0","","","1","",""
"104931-2330382","2194","Florida State University Student Union","STUNION","30.44506","-84.296308","","","0","","","1","",""
"104931-2330384","2200","W Tennessee Street and Woodward Avenue","TENWODWB","30.446136","-84.297764","","","0","","","1","",""
"104931-2330385","2202","Thomasville Road at Miracle Plaza","MIRPLZOB","30.463393","-84.271214","","","0","","","1","",""
"104931-2330386","2205","W Jefferson Street at Lorene Street","WODJE37","30.439693","-84.295909","","","0","","","1","",""
"104931-2330387","2206","E Bradford Road and N Meridian Road","BRDMRDIB","30.467528","-84.276235","","","0","","","1","",""
"104931-2330388","2207","E Tennessee Street and N Meridian Street","TEN-MER","30.4448","-84.276874","","","0","","","1","",""
"104931-2330389","2210","W Tennessee Street and Pat Thomas Boulevard","TENNPTHM","30.454684","-84.341084","","","0","","","1","",""
"104931-2330390","2211","Commonwealth Boulevard at Department of Environmental Protection","COMMDEP","30.47588","-84.358859","","","0","","","1","",""
"104931-2330391","2212","Capital Circle NW at Home Depot","CAPHDPOT","30.468494","-84.361437","","","0","","","1","",""
"104931-2330392","2213","Paul Dirac Drive and Levy Avenue","","30.424534","-84.319691","","","0","","","1","",""
"104931-2330393","2214","W Tennessee Street and and Blountstown Street","TENNBLUT","30.456205","-84.345299","","","0","","","0","",""
"104931-2330394","2215","W Tennessee Street and Pat Thomas Boulevard","TENPTHOM","30.454494","-84.341418","","","0","","","1","",""
"104931-2330395","2216","Blair Stone Road at Shopping Center","BLSTKMRT","30.430227","-84.249369","","","0","","","1","",""
"104931-2330396","2217","W College Avenue at Klemen Plaza","COLDUVAL","30.440677","-84.283173","","","0","","","1","",""
"104931-2330397","2218","W Jefferson Street and S Copeland Street","JEFCOP","30.439672","-84.290298","","","0","","","1","",""
"104931-2330398","2219","Pottsdamer Street at College of Engineering","POTT54","30.419673","-84.318036","","","0","","","1","",""
"104931-2330399","2222","Jackson Bluff Road and Chipley Street","JBCHPLY","30.43431","-84.336506","","","0","","","1","",""
"104931-2330401","2224","S Monroe Street and E Jefferson Street","MONRJEFF","30.439466","-84.280497","","","0","","","1","",""
"104931-2330402","2227","Chieftan Way and W Call Street","CHICAL","30.445079","-84.302322","","","0","","","1","",""
"104931-2330404","2234","Levy Avenue west of Pennell Circle (Alumni Village)","ALUMPENN","30.423772","-84.311468","","","0","","","0","",""
"104931-2330406","2236","W Tennessee Street and Appleyard Drive","TENAPPWB","30.452496","-84.336567","","","0","","","0","",""
"104931-2330407","2237","N Magnolia Drive and Tennessee","MAG MAHN","30.447781","-84.262655","","","0","","","1","",""
"104931-2330408","2238","Commonwealth Boulevard and Commonwealth Business Drive","COMMBUSN","30.474593","-84.354659","","","0","","","1","",""
"104931-2330409","2239","W Tennessee Street and N Macomb Street","TENNMCMB","30.444558","-84.288891","","","0","","","1","",""
"104931-2330410","2241","Mahan Drive and N Magnolia Drive","MAHNMAGN","30.447936","-84.261222","","","0","","","1","",""
"104931-2330411","2242","Mahan Drive and Concord Road","MHNCNCRD","30.45546","-84.240347","","","0","","","1","",""
"104931-2330412","2244","Mahan Drive and Lagniappe Way","MHNLAGNP","30.463307","-84.218516","","","0","","","1","",""
"104931-2330413","2245","Weems Road and Acadian Boulevard","WEEMACAD","30.460878","-84.222284","","","0","","","1","",""
"104931-2330414","2246","Mahan Drive and Capital Circle Ne","MHNCPWB","30.459942","-84.228773","","","0","","","1","",""
"104931-2330415","2247","Mahan Drive and Jaydell Circle","MHNJAYDL","30.45893","-84.231558","","","0","","","1","",""
"104931-2330416","2248","Mahan Drive and Marys Drive","MHNMARY","30.450279","-84.255503","","","0","","","1","",""
"104931-2330417","2252","W Tennessee Street and White Street","TENNCLMB","30.446942","-84.325409","","","0","","","1","",""
"104931-2330418","2253","Governors Square Mall","GOVNMALL","30.437382","-84.25546","","","0","","","1","",""
"104931-2330419","2254","Blountstown Highway and Tennessee Street","BLNTTENN","30.455863","-84.344819","","","0","","","1","",""
"104931-2330420","2255","E Park Avenue and S Magnolia Drive (Winn Dixie)","PRKWNDX","30.441645","-84.260494","","","0","","","1","",""
"104931-2330421","2256","Reece Park and E Park Avenue (Southbound)","REECPARK","30.440824","-84.255382","","","0","","","1","",""
"104931-2330422","2257","N Monroe Street and Mc Kee Road","NMNRMKEE","30.498621","-84.327466","","","0","","","0","",""
"104931-2330423","2258","N Monroe Street and Talpeco Road","MONTAPCO","30.491404","-84.323722","","","0","","","1","",""
"104931-2330424","2259","N Monroe Street and Sessions Road","MONRSESS","30.487541","-84.318037","","","0","","","1","",""
"104931-2330425","2260","N Monroe Street and Graves Road","MNROGRVS","30.485592","-84.314208","","","0","","","0","",""
"104931-2330426","2263","South Meridian Street and Paul Russell Road","SMRDPLRU","30.405416","-84.277149","","","0","","","0","",""
"104931-2330427","2267","W Tharpe Street and Martin Luther King Jr Boulevard","TRPMLKWB","30.463788","-84.285147","","","0","","","1","",""
"104931-2330428","2268","N Monroe Street and Universal Drive","NMRIHOP","30.470038","-84.288312","","","0","","","1","",""
"104931-2330430","2271","N Monroe Street and Lakeshore Road","NMRLKSHR","30.479662","-84.301501","","","0","","","0","",""
"104931-2330431","2272","N Monroe Street and Okeeheepkee Road","NMROKEE","30.485714","-84.313797","","","0","","","0","",""
"104931-2330432","2273","N Monroe Street at Walmart","NMRWLMRT","30.488415","-84.31943","","","0","","","1","",""
"104931-2330433","2274","N Monroe Street and Talpeco Road","NMRTLPCN","30.49407","-84.324771","","","0","","","0","",""
"104931-2330434","2275","N Monroe Street and Reservation Trail","NMRRESV","30.499642","-84.327622","","","0","","","1","",""
"104931-2330435","2279","Maclay Commerce Drive and Thomasville Road","MCLYCMRC","30.50835","-84.249268","","","0","","","1","",""
"104931-2330436","2281","Thomasville Road and 6th Avenue","TVLSIXTH","30.456734","-84.277376","","","0","","","1","",""
"104931-2330437","2283","N Calhoun Street and E Carolina Street","CALHOUN","30.447119","-84.279673","","","0","","","1","",""
"104931-2330438","2284","W College Avenue and S Bronough Street","COLBRNGH","30.440758","-84.284278","","","0","","","1","",""
"104931-2330439","2286","Orange Avenue and Lake Henrietta Street","ORGLIBPK","30.41273","-84.307908","","","0","","","0","",""
"104931-2330440","2287","Orange Avenue and Pottsdamer Street","ORGPOTTS","30.412716","-84.313912","","","0","","","0","",""
"104931-2330441","2288","Pottsdamer Street and Red Barber Way","POTTSRDB","30.417559","-84.314632","","","0","","","1","",""
"104931-2330442","2289","N Lake Bradford Drive and Pepper Drive","LKBFPEPR","30.429189","-84.302194","","","0","","","1","",""
"104931-2330443","2290","Thomasville Road and Armistead Road","TVLARMST","30.475784","-84.26264","","","0","","","1","",""
"104931-2330444","2291","Thomasville Road and Woodgate Way","TETVWODG","30.486068","-84.256568","","","0","","","1","",""
"104931-2330445","2293","Thomasville Road and Metropolitan Boulevard","TVLMTPNB","30.498297","-84.253334","","","0","","","1","",""
"104931-2330446","2294","Trojan Trail at Adult and Community Education","ACECTR","30.438176","-84.21872","","","0","","","1","",""
"104931-2330447","2295","Park Avenue and Victory Garden Drive","PRKVICTR","30.441958","-84.240876","","","0","","","1","",""
"104931-2330448","2297","Governor's Square Boulevard at The Movies","GVBLVMV","30.439345","-84.257872","","","0","","","1","",""
"104931-2330449","2298","N Duval Street and W Georgia Street","DVLGORGA","30.447892","-84.283023","","","0","","","1","",""
"104931-2330450","2299","Hartsfield Road and N Mission Road","HRTSMISN","30.473616","-84.344662","","","0","","","1","",""
"104931-2330452","2302","W Tharpe Street and Old Bainbridge Road","TRPOBNBG","30.463513","-84.300469","","","0","","","1","",""
"104931-2330453","2303","W Tharpe Street and Gibbs Drive","TRPGIBB","30.463604","-84.292266","","","0","","","1","",""
"104931-2330454","2304","W Tharpe Street and Martin Luther King Jr Boulevard","THRPMLK","30.463591","-84.285838","","","0","","","1","",""
"104931-2330455","2305","N Bronough Street and 10th Avenue","BROTNTH","30.461308","-84.285167","","","0","","","1","",""
"104931-2330456","2306","N Bronough Street and W 7th Avenue","BRNGSVTH","30.457936","-84.284454","","","0","","","1","",""
"104931-2330457","2307","N Bronough Street and 4th Avenue","BRNGFRTH","30.453263","-84.284447","","","0","","","1","",""
"104931-2330458","2308","N Bronough Street and W Georgia Street","BRNGBRVD","30.447765","-84.284444","","","0","","","1","",""
"104931-2330459","2310","Reece Park E and Park Avenue (Northbound)","RECEPKNB","30.44083","-84.255158","","","0","","","1","",""
"104931-2330460","2311","E Park Avenue and Victory Garden Drive","PRKVGRDE","30.441696","-84.241338","","","0","","","1","",""
"104931-2330461","2312","Park Avenue and Collinsford Road","PRKCOLEB","30.441742","-84.236912","","","0","","","1","",""
"104931-2330462","2313","Park Avenue and Richview Road","PRKRHVWE","30.441763","-84.23277","","","0","","","1","",""
"104931-2330463","2315","Conner Boulevard at pedestrian bridge","CNRPEDOV","30.439954","-84.210059","","","0","","","1","",""
"104931-2330464","2316","Conner Boulevard and Old Plantation Road","CNROLPLN","30.438234","-84.202474","","","0","","","1","",""
"104931-2330465","2318","N Duval Street and W 4th Avenue","DVLFORTH","30.453515","-84.282996","","","0","","","0","",""
"104931-2330466","2319","Martin Luther King Jr Boulevard and 10th Avenue","MLKTENTH","30.461394","-84.28498","","","0","","","1","",""
"104931-2330467","2320","W Tharpe Street and Gibbs Drive","THPGBBWB","30.463782","-84.291629","","","0","","","1","",""
"104931-2330468","2321","W Tharpe Street and Old Bainbridge Road","THPOLBBG","30.463765","-84.298483","","","0","","","1","",""
"104931-2330469","2322","W Tharpe Street and Rosedale Drive","THRPRDAL","30.46368","-84.307905","","","0","","","1","",""
"104931-2330470","2323","W Tharpe Street and High Road","THRPHIGH","30.463649","-84.313223","","","0","","","1","",""
"104931-2330471","2324","W Tharpe Street and Fairlane Road","THRPFAIR","30.463626","-84.317931","","","0","","","1","",""
"104931-2330472","2325","W Tharpe Street and Devra Drive","THRPDVRA","30.463656","-84.323679","","","0","","","0","",""
"104931-2330473","2327","Fred George Road and Old Bainbridge Road","FRDOLBB","30.499388","-84.334987","","","0","","","1","",""
"104931-2330474","2328","Fred George Road and Woodhill Drive","FDGWDHLL","30.493907","-84.341636","","","0","","","1","",""
"104931-2330475","2329","N Mission Road and Gearhart Road","MSNGRHRT","30.481664","-84.3446","","","0","","","1","",""
"104931-2330476","2330","N Mission Road and Appleyard Drive","MSNAPYD","30.454998","-84.338654","","","0","","","1","",""
"104931-2330477","2331","Jackson Bluff Road and Lipona Road","JKBLFLPN","30.434441","-84.314582","","","0","","","0","",""
"104931-2330478","2332","N Mission Road and Appleyard Drive","MISAPYNB","30.454051","-84.33776","","","0","","","1","",""
"104931-2330479","2333","Fred George Road at Springwood Elementary Crosswalk","FRDGSTW","30.494249","-84.339528","","","0","","","1","",""
"104931-2330481","2335","Magnolia Drive and Miccosukee Road (Tmh)","SBCTVTMH","30.455736","-84.262571","","","0","","","1","",""
"104931-2330482","2336","Magnolia Drive and Governors Square Boulevard","MAGGOVSB","30.439948","-84.261922","","","0","","","1","",""
"104931-2330483","2337","Magnolia Drive and Lafayette Street","MAGLAFSB","30.435017","-84.26194","","","0","","","1","",""
"104931-2330484","2339","Magnolia Drive and Circle Drive","MAGCRCLE","30.430769","-84.261926","","","0","","","1","",""
"104931-2330485","2341","Jim Lee Road and Chocksacka Nene","JMLECHCK","30.42007","-84.263982","","","0","","","1","",""
"104931-2330486","2343","Jim Lee Road and Orange Avenue Sb","JMLEORSB","30.413087","-84.264032","","","0","","","1","",""
"104931-2330487","2344","Jim Lee Road at Rickards High School","JMLERKRD","30.407761","-84.264004","","","0","","","1","",""
"104931-2330488","2345","Jim Lee Road and Paul Russell Road","JMLEPLRS","30.405548","-84.26393","","","0","","","1","",""
"104931-2330489","2346","Paul Russel Road and Zillah Street","PLRSZILH","30.405376","-84.269","","","0","","","1","",""
"104931-2330490","2347","Paul Russell Road and S Meridian Street","PLRSMRDN","30.40536","-84.27675","","","0","","","0","",""
"104931-2330491","2348","Ridge Road and Sunnyside Drive","RDGESNSD","30.401022","-84.304034","","","0","","","1","",""
"104931-2330492","2349","Paul Russell Road and Zillah Eb","PLRSZLLH","30.405293","-84.269055","","","0","","","1","",""
"104931-2330493","2352","Jim Lee Road and Chocksacka Nene","JMLESMAG","30.419939","-84.263833","","","0","","","0","",""
"104931-2330494","2353","South Magnolia Drive and Cherokee Drive","SMAGHOKO","30.427068","-84.261907","","","0","","","0","",""
"104931-2330495","2354","South Magnolia Drive and Circle Drive","SMAGTOCH","30.430859","-84.26183","","","0","","","1","",""
"104931-2330496","2355","South Magnolia Drive and Chowkeebin Nene","SMAGAZLA","30.434247","-84.261781","","","0","","","0","",""
"104931-2330497","2356","Magnolia Drive and Apalachee Parkway (Parkway Center)","MAGLFAY","30.436412","-84.261662","","","0","","","1","",""
"104931-2330498","2357","Magnolia Drive and Governors Square Boulevard","MAGGOVNB","30.438669","-84.261653","","","0","","","1","",""
"104931-2330499","2360","7th Avenue and Officer Ponce Way","SVNTHTPD","30.457887","-84.278194","","","0","","","1","",""
"104931-2330500","2361","Eisenhower Street and Mcelroy Street","ESNHMCEL","30.422249","-84.335801","","","0","","","0","",""
"104931-2330501","2362","Ridgeway Street and Dale Street","RIDGDALE","30.427227","-84.333135","","","0","","","1","",""
"104931-2330502","2364","Roberts Avenue at Gibb-Mabry Village Apartments","RBTSMBVL","30.429402","-84.326983","","","0","","","1","",""
"104931-2330504","2366","N Paul Dirac Drive and E Paul Dirac Drive","PAULDRAC","30.427647","-84.321426","","","0","","","1","",""
"104931-2330506","2368","Pottsdamer Street at Engineering School","POTTENGS","30.419637","-84.318358","","","0","","","1","",""
"104931-2330507","2369","Pottsdamer Street at Morcom Aquatic Center","POTTSWIM","30.417769","-84.314957","","","0","","","1","",""
"104931-2330508","2370","Pottsdamer Street and Orange Avenue","POTTORNG","30.412886","-84.314126","","","0","","","0","",""
"104931-2330509","2371","Orange Avenue and Lake Mary Street","ORNGPALM","30.412604","-84.309685","","","0","","","0","",""
"104931-2330510","2372","Orange Avenue and Springhill Road","ORNGSPHL","30.412488","-84.302734","","","0","","","1","",""
"104931-2330511","2373","Orange Avenue and Holton Street","ORNGPSCO","30.412521","-84.296071","","","0","","","1","",""
"104931-2330512","2374","Orange Avenue and Wahnish Way","ORNGWNSH","30.412446","-84.290044","","","0","","","1","",""
"104931-2330513","2376","Orange Avenue and S Meridian Street","ORNGMERD","30.412561","-84.277502","","","0","","","1","",""
"104931-2330514","2377","Orange Avenue and Coble Drive","ORNGCOBL","30.412588","-84.270828","","","0","","","1","",""
"104931-2330516","2379","Orange Avenue and Jim Lee Road","ORNGJMLE","30.41251","-84.264663","","","0","","","1","",""
"104931-2330517","2380","Blair Stone Road at Capital Commerce Center","BLSTDEPB","30.425605","-84.249341","","","0","","","1","",""
"104931-2330518","2381","Apalachee Parkway and Linda Ann Drive","APKYLNAN","30.430432","-84.245147","","","0","","","1","",""
"104931-2330519","2382","Apalachee Parkway and Kings Road","APKWFRST","30.427077","-84.230234","","","0","","","1","",""
"104931-2330520","2383","Apalachee Parkway and Carrin Drive","APKWPRC","30.428032","-84.218888","","","0","","","1","",""
"104931-2330521","2385","Apalachee Parkway and Richview Road","APKWRCVW","30.427133","-84.232341","","","0","","","1","",""
"104931-2330522","2387","Apalachee Parkway and Richardson Road","APKRCHD","30.42861","-84.239685","","","0","","","1","",""
"104931-2330523","2388","Apalachee Parkway at Target Entrance","APKWYTRG","30.430678","-84.245183","","","0","","","1","",""
"104931-2330524","2389","Blair Stone Road and Apalachee Parkway","KMARTSB","30.431232","-84.24963","","","0","","","1","",""
"104931-2330525","2390","Blair Stone Road and Blair Stone Court","BLSTHLMN","30.419184","-84.25103","","","0","","","1","",""
"104931-2330526","2391","Blair Stone Road and Orange Avenue","BLSTBRKS","30.412256","-84.251852","","","0","","","1","",""
"104931-2330527","2392","Orange Avenue and Jim Lee Road","ORGJIMLE","30.412628","-84.263396","","","0","","","1","",""
"104931-2330528","2393","Orange Avenue and Meridian Street","ORNGMRD","30.412795","-84.277513","","","0","","","1","",""
"104931-2330529","2394","Orange Avenue and S Adams Street","ORNGADAM","30.412642","-84.282692","","","0","","","1","",""
"104931-2330530","2395","Orange Avenue and Pasco Street","ORGPASCO","30.412668","-84.293863","","","0","","","1","",""
"104931-2330531","2396","Orange Avenue and Holton Street","ORGHLTN","30.412589","-84.295945","","","0","","","0","",""
"104931-2330532","2398","Basin Street and Arizona Street","BASNARZ","30.454392","-84.306497","","","0","","","1","",""
"104931-2330533","2399","Basin Street and Alabama Street","BASNALA","30.456181","-84.306487","","","0","","","1","",""
"104931-2330534","2401","Macomb Street and Gaines Street","MCBGANES","30.435816","-84.289859","","","0","","","1","",""
"104931-2330535","2402","Rail Road and All Saints Street","RRALSTS","30.433868","-84.28984","","","0","","","1","",""
"104931-2330536","2404","Holton Street and Manatee Street","HLTMNTEE","30.425738","-84.296321","","","0","","","1","",""
"104931-2330537","2405","S Monroe Street and Bass Street","MNRBASS","30.408095","-84.280765","","","0","","","1","",""
"104931-2330538","2406","S Monroe Street and Paul Russell Road","MNRPURUS","30.405572","-84.280765","","","0","","","1","",""
"104931-2330539","2408","Whanish Way near Brag Memorial Stadium","WHNSBHYS","30.42585","-84.289604","","","0","","","1","",""
"104931-2330540","2409","Wahnish Way and Gamble Street","WHWYGMBL","30.428805","-84.289585","","","0","","","1","",""
"104931-2330541","2411","Rail Road and Gaines Street","RRGANSNB","30.435199","-84.289611","","","0","","","1","",""
"104931-2330542","2412","S Macomb Street and W College Avenue","MCMBCOLL","30.440537","-84.288372","","","0","","","1","",""
"104931-2330543","2413","N Macomb Street and W Tennessee Street","MCBTENNB","30.444482","-84.288363","","","0","","","1","",""
"104931-2330544","2415","Timberlane Road and Thomasville Road (far side)","TIMTHOM","30.504732","-84.250191","","","0","","","1","",""
"104931-2330545","2416","Captal Circle NE and North Point Boulevard","CCNENRPT","30.490178","-84.241544","","","0","","","1","",""
"104931-2330546","2417","Capital Circle NE and Industrial Plaza","CCSEINDP","30.452173","-84.226632","","","0","","","1","",""
"104931-2330547","2418","Capital Circle NE and Pedlers Alley","CCSEPDLR","30.445898","-84.226724","","","0","","","1","",""
"104931-2330548","2419","Capital Circle SE and Park Avenue","CCSEPARK","30.440875","-84.226919","","","0","","","1","",""
"104931-2330549","2420","Capital Circle SE and Highland Oaks Terrace","CCSEHGOK","30.435743","-84.226698","","","0","","","1","",""
"104931-2330550","2421","Midyette Road and Centerview Drive","MIDYTTSB","30.420636","-84.235022","","","0","","","1","",""
"104931-2330551","2423","Merchants Row and Capital Circle Ne","MRCHROW","30.392282","-84.238181","","","0","","","1","",""
"104931-2330552","2424","Shumard Oaks Boulevard and Four Oaks Boulevard","SHUMFRKS","30.385831","-84.226301","","","0","","","1","",""
"104931-2330553","2426","Capital Circle SE and Apalachee Parkway","CCSEAPKW","30.428234","-84.226447","","","0","","","1","",""
"104931-2330554","2427","Capital Circle SE and Dick Wilson Boulevard","CCSEDKWL","30.431664","-84.226317","","","0","","","1","",""
"104931-2330555","2428","Capital Circle SE and Park Avenue","CCNEPKNB","30.442008","-84.226219","","","0","","","1","",""
"104931-2330556","2429","Capital Circle NE and Easterwood Drive","CCSEESTR","30.451353","-84.226195","","","0","","","1","",""
"104931-2330557","2430","Capital Circle NE south of Mahan Drive","CCSEMHNB","30.459196","-84.22779","","","0","","","1","",""
"104931-2330558","2431","Capital Circle NE and Greer Road","CCNEWMJN","30.48533","-84.23699","","","0","","","1","",""
"104931-2330560","2435","Hartsfield Road and Emerald Ridge Loop","HRTSCMBD","30.473635","-84.340178","","","0","","","1","",""
"104931-2330561","2436","Hartsfield Road and Trimble Lane","HRTSTRMB","30.473652","-84.336064","","","0","","","1","",""
"104931-2330562","2437","Hartsfield Road and Foster Road","HRTSFSTR","30.47366","-84.329292","","","0","","","1","",""
"104931-2330563","2438","Hartsfield Road and Wanda Way","HRTSWNDA","30.473695","-84.323803","","","0","","","1","",""
"104931-2330564","2440","N Meridian Road and Pinewood Drive","MRDNPNWD","30.472885","-84.277379","","","0","","","1","",""
"104931-2330565","2441","Betton Road and Trescott Drive","BETTTRES","30.466175","-84.267465","","","0","","","1","",""
"104931-2330566","2442","Miccosukee Road and River Birch Hollow","MICRVBRH","30.471633","-84.22767","","","0","","","0","",""
"104931-2330567","2443","Miccouskee Road and Miccosukee Hills Road","MICCHILL","30.473112","-84.225522","","","0","","","0","",""
"104931-2330568","2444","Miccosukee Road and Riggins Road","MICCRIGG","30.46373","-84.240635","","","0","","","1","",""
"104931-2330569","2445","Centerville Road and Physicians Drive","CTVLPHYS","30.461509","-84.260809","","","0","","","1","",""
"104931-2330571","2447","E Bradford Road and N Meridian Road","BRDMRDWB","30.467631","-84.276331","","","0","","","1","",""
"104931-2330572","2449","Portland Avenue and Atlas Road","PORTATLS","30.47761","-84.322897","","","0","","","0","",""
"104931-2330573","2450","Hartsfield Road and Garland Court","HRTSGARL","30.473849","-84.328144","","","0","","","1","",""
"104931-2330574","2451","Hartsfield Road and Trimble Road","HRTFLTRM","30.473842","-84.335455","","","0","","","1","",""
"104931-2330575","2452","Hartsfield Road and Emerald Ridge Loop","HRTEMRDG","30.473778","-84.340593","","","0","","","1","",""
"104931-2330576","2453","Hartsfield Road and N Mission Road","HRTFLMSN","30.473738","-84.344219","","","0","","","1","",""
"104931-2330577","2454","Commonwealth Boulevard and Hartsfield Road (Westbound)","CMNWLHWB","30.473703","-84.349116","","","0","","","1","",""
"104931-2330578","2455","Commonwealth Boulevard and Commonwealth Business Drive","CMNBUSWB","30.474715","-84.354201","","","0","","","1","",""
"104931-2330579","2457","W Pensacola Street and Mabry Street","PCLAMBRY","30.440962","-84.328056","","","0","","","1","",""
"104931-2330580","2458","W Gaines Street west of S Woodward Avenue","GNESWDEB","30.435471","-84.298759","","","0","","","1","",""
"104931-2330581","2459","W Gaines Street and Gay Street","GAINSGAY","30.435406","-84.293273","","","0","","","1","",""
"104931-2330582","2460","W Gaines Street and Railroad Avenue","GANESRR","30.435423","-84.289883","","","0","","","1","",""
"104931-2330583","2461","W Gaines Street and S Bronough Street","GNSBROUG","30.435419","-84.283875","","","0","","","1","",""
"104931-2330584","2462","W Gaines Street and S Monroe Street","GNESMNRE","30.435382","-84.280903","","","0","","","1","",""
"104931-2330585","2464","Old St Augustine Road and Blair Stone Road","STAUBLST","30.428481","-84.249787","","","0","","","1","",""
"104931-2330586","2465","Old St Augustine Road and Paul Russell Road","STAUPLRU","30.425055","-84.243805","","","0","","","0","",""
"104931-2330587","2466","Old St Augustine Road at Augustine Club Apartments","STAUGCLU","30.4264","-84.247599","","","0","","","0","",""
"104931-2330588","2467","Old St Augustine Road at St. Augustine Hills Apartments","STAUGHIL","30.423845","-84.239906","","","0","","","0","",""
"104931-2330589","2475","Old St Augustine Road and Hendrix Road","AUGTHNRX","30.423294","-84.237644","","","0","","","0","",""
"104931-2330590","2476","Old St Augustine Road and Paul Russell Road","AUGTPLRU","30.425271","-84.243429","","","0","","","0","",""
"104931-2330591","2477","Old St Augustine Road and Blair Stone Road","SAUGBLST","30.428364","-84.249339","","","0","","","1","",""
"104931-2330592","2479","E Gaines Street and S Monroe Street","GANSMNEB","30.435562","-84.280496","","","0","","","0","",""
"104931-2330593","2480","E Lafayette Street and S Magnolia Drive (Parkway Center)","LFYMGNWB","30.435585","-84.261419","","","0","","","0","",""
"104931-2330594","2481","W Gaines Street and S Bronough Street","GAINBRNO","30.435609","-84.284209","","","0","","","1","",""
"104931-2330595","2482","W Gaines Street and Railroad Avenue","GAINMCOB","30.435548","-84.289622","","","0","","","1","",""
"104931-2330596","2483","W Gaines Street and Gay Street","GANSGAY","30.435577","-84.292876","","","0","","","1","",""
"104931-2330599","2486","W Pensacola Street and Century Park Drive","PCLACTRY","30.439478","-84.343254","","","0","","","0","",""
"104931-2330600","2489","Commonwealth Boulevard and Department of Environmental Protection Crosswalk","CWDEP","30.476054","-84.359408","","","0","","","1","",""
"104931-2330601","2490","Alabama Street and Abraham Street","ALABRMHM","30.45625","-84.300482","","","0","","","1","",""
"104931-2330602","2491","N Macomb Street and W Virginia Street","MCMBWVIR","30.44649","-84.28861","","","0","","","1","",""
"104931-2330603","2492","N Woodward Avenue and Dunn Street","WDWRDUNN","30.449796","-84.298089","","","0","","","0","",""
"104931-2330604","2493","Calloway Street and Indiana Street","CLWYINDA","30.458831","-84.305596","","","0","","","1","",""
"104931-2330605","2495","Conner Boulevard and Reserve Drive","CNNRSRVE","30.431398","-84.202151","","","0","","","1","",""
"104931-2330607","2502","Conner Boulevard and Trojan Trail","CNRTRJTR","30.439936","-84.21907","","","0","","","1","",""
"104931-2330611","2506","Orange Avenue and Paul Dirac Drive","ORGPDIRC","30.412635","-84.328375","","","0","","","0","",""
"104931-2330612","2507","Orange Avenue and Eisenhower Street","ORGEESHN","30.414331","-84.334453","","","0","","","0","",""
"104931-2330613","2508","N Duval Street and W 7th Avenue","DVLSVNTH","30.45763","-84.282965","","","0","","","1","",""
"104931-2330614","2509","Mahan Commons (Mahan at Capital Circle Ne)","MHNCCEB","30.459299","-84.22983","","","0","","","1","",""
"104931-2330615","2512","Alabama Street and Harlem Street","ALAHRLM","30.456262","-84.303329","","","0","","","1","",""
"104931-2330616","2513","W Tharpe Street and Colorado Street","TRPCOLEB","30.463449","-84.308326","","","0","","","1","",""
"104931-2330617","2515","Allen Road and Fulton Road","ALNFULNB","30.480744","-84.294258","","","0","","","1","",""
