"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding","level_id","platform_code"
"104931-2330101","612","Mahan Drive and Waldo Palmer Lane","MAHA612","30.458154","-84.232918","","","0","","","1","",""
"104931-2330102","613","Capital Circle NE north of Mahan Drive","NW C613","30.461193","-84.227811","","","0","","","1","",""
"104931-2330103","614","Capital Circle NE and Automotive Way","NE C614","30.463776","-84.227944","","","0","","","1","",""
"104931-2330104","615","Capital Circle NE and Alexis Lane","NE C615","30.465939","-84.229534","","","0","","","1","",""
"104931-2330105","616","Miccosukee Road and Centre Pointe Boulevard","MICC616","30.468673","-84.232685","","","0","","","1","",""
"104931-2330106","617","Miccosukee Road and Sandcastle Road","MICC617","30.467158","-84.235351","","","0","","","1","",""
"104931-2330107","618","Miccosukee Road at Capital Oaks Villas","MICC618","30.465688","-84.237765","","","0","","","1","",""
"104931-2330108","624","Mahan Drive and Saint James Court","MAHA624","30.455869","-84.240143","","","0","","","1","",""
"104931-2330109","626","Mahan Drive and Blairstone Road","MAHA626","30.453317","-84.247118","","","0","","","1","",""
"104931-2330110","646","W Tharpe Street and Martin Luther King Jr Boulevard","MLKNWCTR","30.465866","-84.285704","","","0","","","1","",""
"104931-2330111","651","Fourth Avenue and N Macomb Street","FOUR651","30.453587","-84.2887","","","0","","","1","",""
"104931-2330112","660","Capital Circle NE and Killearn Center Boulevard","N E 660","30.505016","-84.249026","","","0","","","1","",""
"104931-2330113","661","Killearn Center Boulevard and Capital Circle Ne","KILL661","30.505699","-84.248038","","","0","","","1","",""
"104931-2330114","662","Village Square Boulevard and Killearn Center Boulevard","VILL662","30.506442","-84.246171","","","0","","","1","",""
"104931-2330115","663","1558 Village Square Boulevard","VILL663","30.50779","-84.245991","","","0","","","1","",""
"104931-2330116","664","Village Square Boulevard and Thomasville Road","VILL TVL","30.509851","-84.246255","","","0","","","0","",""
"104931-2330117","681","Capital Circle NE and Raymond Diehl Road","NE C681","30.49952","-84.247482","","","0","","","1","",""
"104931-2330118","683","3350 Capital Circle NE at Home Depot","3350HD","30.496935","-84.246602","","","0","","","1","",""
"104931-2330119","684","Capital Circle NE and Hermitage Boulevard","NE C684","30.493893","-84.244862","","","0","","","1","",""
"104931-2330120","687","Capital Circle NE and Lonnbladh Road","NE C687","30.487873","-84.239303","","","0","","","1","",""
"104931-2330121","688","Capital Circle NE and Greer Road","NE C688","30.484869","-84.237348","","","0","","","1","",""
"104931-2330122","689","Capital Circle NE and Dennis Street","NE C689","30.479506","-84.236914","","","0","","","1","",""
"104931-2330123","693","Centerville Road and Welaunee Boulevard","CENT693","30.479586","-84.233727","","","0","","","1","",""
"104931-2330124","694","Centerville Road and Eddie Road","CENT694","30.481799","-84.231642","","","0","","","0","",""
"104931-2330125","695","Fleischmann Road and Centerville Road","FLSHCENT","30.485381","-84.228618","","","0","","","1","",""
"104931-2330126","696","Fleischmann Road and Welaunee Road","FLEI696","30.480081","-84.225738","","","0","","","1","",""
"104931-2330127","697","2020 Fleischmann Road","2040 FLEISCHMANN RD","30.479555","-84.223282","","","0","","","1","",""
"104931-2330128","698","Fleischmann Road and Miccosukee Road","FLEI698","30.476237","-84.219762","","","0","","","1","",""
"104931-2330129","699","Miccosukee Road at Capital Medical Boulevard","MICC699","30.474738","-84.223195","","","0","","","1","",""
"104931-2330130","700","Capital Medical Boulevard and Capital Oaks Drive","CAPI700","30.475754","-84.224468","","","0","","","1","",""
"104931-2330131","702","Capital Medical Boulevard and Eider Court","CAPI702","30.476569","-84.227073","","","0","","","1","",""
"104931-2330132","704","Capital Medical Boulevard and Buford Court (Crmc)","CRMCSHL","30.474657","-84.231748","","","0","","","1","",""
"104931-2330133","706","Thomasville Road and N Piedmont Way","THOM706","30.495311","-84.254585","","","0","","","1","",""
"104931-2330134","711","Lonnbladh Road and Capital Circle Ne","LONNCCNE","30.488089","-84.238897","","","0","","","1","",""
"104931-2330135","712","Capital Circle NE and Northpoint Boulevard","NE C712","30.489884","-84.240713","","","0","","","1","",""
"104931-2330136","713","Capital Circle NE and Eastgate Way","NE C713","30.492867","-84.243483","","","0","","","1","",""
"104931-2330137","722","Miccosukee Road and Capital Circle Ne","MICCCCEB","30.468715","-84.232143","","","0","","","1","",""
"104931-2330138","723","Miccosukee Road and Ginger Drive","MICC723","30.472017","-84.227419","","","0","","","1","",""
"104931-2330139","729","Miccosukee Road and Capital Circle Ne","MICCCCWB","30.470025","-84.230591","","","0","","","1","",""
"104931-2330140","731","Miccosukee Road and Blairstone Road","MICC731","30.462754","-84.242709","","","0","","","1","",""
"104931-2330141","736","Miccosukee Road and Kuhlacre Drive","MICC736","30.460319","-84.2479","","","0","","","1","",""
"104931-2330142","737","Miccosukee Road and Mccauley Road","MICC737","30.459718","-84.248731","","","0","","","1","",""
"104931-2330143","738","Miccosukee Road at Chez Sois","MICC738","30.459005","-84.251308","","","0","","","1","",""
"104931-2330144","739","1839 Miccosukee Road","","30.458794","-84.251176","","","0","","","1","",""
"104931-2330145","742","Miccosukee Road and Spottswood Drive","MICC742","30.456202","-84.257689","","","0","","","1","",""
"104931-2330146","743","Miccosukee Road and Buckingham Drive","MICC743","30.457412","-84.253386","","","0","","","1","",""
"104931-2330147","746","Miccosukee Road and Surgeons Drive","MICC746","30.457275","-84.254288","","","0","","","1","",""
"104931-2330148","752","N Magnolia Drive and Mahan Drive","MAGMAHNB","30.448073","-84.262554","","","0","","","1","",""
"104931-2330149","755","N Magnolia Drive and Devils Dip","N MA755","30.451806","-84.262631","","","0","","","1","",""
"104931-2330150","756","N Magnolia Drive and Devils Dip","N MA756","30.451935","-84.262843","","","0","","","1","",""
"104931-2330151","760","E Tennessee Street and N Franklin Boulevard","E TE760","30.444838","-84.271926","","","0","","","1","",""
"104931-2330152","761","E Tennessee Street and N Franklin Boulevard","E TE761","30.444603","-84.272583","","","0","","","1","",""
"104931-2330153","763","E Tennessee Street and N Meridian Street","E TE763","30.4446","-84.277223","","","0","","","1","",""
"104931-2330154","765","Miccosukee Road at Leon High School","MICCLEON","30.44704","-84.275749","","","0","","","1","",""
"104931-2330155","766","Miccosukee Road at Leon High School","MICC766","30.447595","-84.275361","","","0","","","0","",""
"104931-2330156","769","Miccosukee Road and Washington Street","MICC769","30.450565","-84.272298","","","0","","","1","",""
"104931-2330157","770","Miccosukee Road and Mcdaniel Street","MICC770","30.450184","-84.272851","","","0","","","1","",""
"104931-2330158","771","Miccosukee Road and Harbert Street","MICC771","30.451858","-84.270558","","","0","","","1","",""
"104931-2330159","773","Miccosukee Road and Mitchell Avenue","MICC773","30.453565","-84.266751","","","0","","","1","",""
"104931-2330160","775","Miccosukee Road and Mitchell Avenue","MICC775","30.453809","-84.266483","","","0","","","1","",""
"104931-2330161","776","Miccosukee Road and N Magnolia Drive (Tmh)","MICCMGEB","30.45526","-84.262764","","","0","","","1","",""
"104931-2330162","777","Miccosukee Road and Lee Avenue","MICLEEW","30.455184","-84.26343","","","0","","","1","",""
"104931-2330163","778","Miccosukee Road and Phillips Road","MICCPHLP","30.460987","-84.24618","","","0","","","1","",""
"104931-2330164","779","Miccosukee Road and Riggins Road","MICC779","30.463138","-84.241196","","","0","","","1","",""
"104931-2330165","781","Miccosukee Road and Sandcastle Drive","MICC781","30.466847","-84.235271","","","0","","","1","",""
"104931-2330166","784","N Monroe Street and E Park Avenue","N MO784","30.441981","-84.280768","","","0","","","1","",""
"104931-2330167","785","S Monroe Street and W Jefferson Street","CRTHOUSE","30.439676","-84.280743","","","0","","","1","",""
"104931-2330168","786","S Monroe Street and W Madison Street","N MO786","30.436732","-84.280672","","","0","","","1","",""
"104931-2330169","787","S Monroe Street and W Gaines Street","MNRGAISB","30.435646","-84.280742","","","0","","","1","",""
"104931-2330170","788","S Monroe Street and W Pershing Street","S MO788","30.429221","-84.280747","","","0","","","1","",""
"104931-2330171","790","E Palmer Avenue and Monroe Street","PALMMNRO","30.427244","-84.280267","","","0","","","1","",""
"104931-2330172","791","1720 S Gadsden Street","GADBNDSB","30.425258","-84.278329","","","0","","","1","",""
"104931-2330173","794","S Gadsden Street and Perkins Street","S GA794","30.422407","-84.278299","","","0","","","1","",""
"104931-2330174","795","Perkins Street and S Meridian Street","PERK795","30.422184","-84.277223","","","0","","","1","",""
"104931-2330175","797","S Meridian Street and E Magnolia Drive","S ME797","30.420071","-84.277141","","","0","","","1","",""
"104931-2330176","801","S Meridian Street and Putnam Drive","S ME801","30.416606","-84.277149","","","0","","","1","",""
"104931-2330179","815","N Paul Russell Road and Prospect Street","PLRUPROS","30.405426","-84.273687","","","0","","","1","",""
"104931-2330180","816","W Paul Russell Road and S Meridian Street","W PA816","30.405216","-84.277155","","","0","","","1","",""
"104931-2330181","817","Paul Russell Road and S Monroe Street","N PA817","30.405358","-84.280446","","","0","","","1","",""
"104931-2330182","818","South Monroe Commons Shopping Center","PLRSADWB","30.405373","-84.281479","","","0","","","1","",""
"104931-2330183","820","Gaile Avenue and Woodville Highway","GAIL820","30.397805","-84.280736","","","0","","","1","",""
"104931-2330184","827","Jim Lee Road and N Paul Russell Road","JIM 827","30.406244","-84.263782","","","0","","","1","",""
"104931-2330185","829","Jim Lee Road and E Orange Avenue","NBJMLORG","30.412164","-84.263805","","","0","","","1","",""
"104931-2330186","830","E Orange Avenue and Pontiac Drive","E OR830","30.412733","-84.265778","","","0","","","1","",""
"104931-2330187","831","E Orange Avenue and Country Club Drive","E OR831","30.412781","-84.268536","","","0","","","1","",""
"104931-2330188","832","S Meridian Street and E Orange Avenue","MERDORNG","30.413001","-84.277201","","","0","","","1","",""
"104931-2330189","833","S Meridian Street and Laura Lee Avenue","S ME833","30.408789","-84.277122","","","0","","","0","",""
"104931-2330190","839","S Adams Street and Bragg Street","ADMBBRAG","30.403541","-84.282628","","","0","","","1","",""
"104931-2330191","840","Paul Russell Road and S Monroe Street","PRMNREB","30.405163","-84.28098","","","0","","","1","",""
"104931-2330192","846","S Gadsden Street at Bond Clinic","S GA846","30.425411","-84.278212","","","0","","","1","",""
"104931-2330193","848","E Palmer Avenue and S Monroe Street","PALMMONR","30.427332","-84.280468","","","0","","","0","",""
"104931-2330194","849","Crawfordville Highway and Gaile Avenue","ADAMGAIL","30.398345","-84.281137","","","0","","","1","",""
"104931-2330195","851","W Lake Bradford Road and Crate Street","W LA851","30.432202","-84.302155","","","0","","","1","",""
"104931-2330196","852","S Lake Bradford Road and Pepper Drive","S LA852","30.42898","-84.302466","","","0","","","1","",""
"104931-2330197","855","W Lake Bradford Road and Gamble Street","LKBDGMBL","30.426286","-84.302175","","","0","","","1","",""
"104931-2330198","857","Mc Caskill Avenue and Holmes Street","MCCA857","30.42548","-84.304759","","","0","","","1","",""
"104931-2330199","859","Mc Caskill Avenue and Highland Street","MCCA859","30.425457","-84.306621","","","0","","","1","",""
"104931-2330200","861","1607 Mc Caskill Avenue","MCCA861","30.425408","-84.308928","","","0","","","1","",""
"104931-2330201","865","Levy Avenue and Iamonia Street (Alumni Village)","LEVY865","30.42345","-84.310496","","","0","","","1","",""
"104931-2330202","866","Levy Avenue and Engineers Drive","LEVY866","30.423443","-84.317256","","","0","","","1","",""
"104931-2330203","867","Levy Avenue and Engineers Drive","LEVY867","30.423389","-84.317594","","","0","","","1","",""
"104931-2330204","883","Levy Avenue and Hillsborough Street","LEVYHILL","30.42345","-84.30662","","","0","","","1","",""
"104931-2330205","884","Levy Avenue and Warwick Street","LEVY884","30.423436","-84.303969","","","0","","","1","",""
"104931-2330206","885","Levy Avenue and Indian River Street","LEVY885","30.423607","-84.303396","","","0","","","1","",""
"104931-2330207","888","Woodville Highway and Shoreline Drive","WOOD888","30.391627","-84.277211","","","0","","","0","",""
"104931-2330208","890","Woodville Highway and Mcneil Boulevard","WOOD890","30.387315","-84.275309","","","0","","","0","",""
"104931-2330209","892","274 Ross Road","ROSS892","30.38179","-84.278861","","","0","","","1","",""
"104931-2330210","894","Shelfer Road and Capital Circle Sw","SHELCAPC","30.376077","-84.281638","","","0","","","1","",""
"104931-2330211","897","Forest Village Shopping Center","CCSEEOL","30.376036","-84.291653","","","0","","","1","",""
"104931-2330212","899","E Park Avenue and N Adams Street","EPAK33","30.442296","-84.281859","","","0","","","1","",""
"104931-2330213","900","Crawfordville Highway and Ross Road","CRAW900","30.381609","-84.289592","","","0","","","1","",""
"104931-2330214","902","Ross Road and Shelfer Road","ROSS902","30.381692","-84.282821","","","0","","","0","",""
"104931-2330215","903","506 Shelfer Road","SHEL903","30.383443","-84.282501","","","0","","","1","",""
"104931-2330216","905","Shelfer Road and Crawfordville Highway","SHEL905","30.389447","-84.285073","","","0","","","1","",""
"104931-2330217","907","Crawfordville Highway and S Hannon Hill","CRAWHANN","30.391805","-84.28447","","","0","","","1","",""
"104931-2330218","908","Crawfordville Highway and Wilson Green","CRAW908","30.395286","-84.282697","","","0","","","1","",""
"104931-2330219","910","Bragg Drive and Marks Trail","BRAG910","30.40471","-84.286348","","","0","","","1","",""
"104931-2330220","911","Bragg Drive and Wahnish Way","BRAG911","30.404799","-84.290175","","","0","","","1","",""
"104931-2330221","912","Bragg Drive and Pasco Street","BRAG912","30.405321","-84.293962","","","0","","","0","",""
"104931-2330222","913","Bragg Drive and Galimore Drive","BRAG913","30.405233","-84.297527","","","0","","","1","",""
"104931-2330223","914","Galimore Drive and Springsax Road","GALI914","30.407745","-84.297747","","","0","","","0","",""
"104931-2330224","915","Springsax Road and Notre Dame Street","SPRI915","30.407768","-84.302737","","","0","","","0","",""
"104931-2330225","916","North Ridge Road and Springsax Road","NORT916","30.407444","-84.30406","","","0","","","1","",""
"104931-2330226","917","North Ridge Road and Creek Road","NORT917","30.403628","-84.304023","","","0","","","1","",""
"104931-2330227","924","Ridge Road and Toucan Drive","RDGETOUC","30.397554","-84.302144","","","0","","","1","",""
"104931-2330228","925","N Ridge Road and Sunnyside Drive","N RI925","30.397572","-84.299135","","","0","","","1","",""
"104931-2330229","926","N Ridge Road and Sundown Road","N RI926","30.397526","-84.294883","","","0","","","0","",""
"104931-2330230","927","N Ridge Road and Ridge Haven","N RI927","30.397538","-84.289116","","","0","","","0","",""
"104931-2330231","929","N Ridge Road and Maurice Street","RDGMURCE","30.39755","-84.286465","","","0","","","0","",""
"104931-2330232","930","S Adams Street and Paul Russell Road","NBADMSPR","30.406032","-84.283785","","","0","","","1","",""
"104931-2330233","931","S Adams Street at County Library","SADMBASS","30.409465","-84.28333","","","0","","","1","",""
"104931-2330235","936","S Duval Street and W Jefferson Street","S DU936","30.439893","-84.283048","","","0","","","1","",""
"104931-2330236","937","N Magnolia Drive and E 7th Avenue","MAG 7TH","30.456974","-84.262754","","","0","","","1","",""
"104931-2330237","953","S Bronough Street and Pensacola Street","S BR952","30.438215","-84.284516","","","0","","","1","",""
"104931-2330238","954","S Bronough Street and W Harrison Street","S BR954","30.430639","-84.282953","","","0","","","1","",""
"104931-2330240","969","S Duval Street at W Madison Parking Garage","S DU969","30.436175","-84.28304","","","0","","","1","",""
"104931-2330241","970","S Duval Street and W Park Avenue","DUVA970","30.441748","-84.283036","","","0","","","1","",""
"104931-2330242","971","Levy Avenue and Hillsborough Street","LEVY971","30.423608","-84.30568","","","0","","","1","",""
"104931-2330243","973","N Lake Bradford Road and Hutchinson Street","N LA973","30.42052","-84.30242","","","0","","","1","",""
"104931-2330244","975","Springhill Road and W Lake Bradford Road","SPRI975","30.416824","-84.302448","","","0","","","1","",""
"104931-2330245","976","Springhill Road and W Orange Avenue","SPRI976","30.41293","-84.303414","","","0","","","1","",""
"104931-2330246","985","N Lake Bradford Road Hutchinson Street","N LA985","30.419896","-84.302211","","","0","","","1","",""
"104931-2330247","991","Holton Street and Osceola Street","HOLT991","30.421834","-84.296227","","","0","","","1","",""
"104931-2330248","1000","Wahnish Way and Osceola Street","OSCE1000","30.421564","-84.289578","","","0","","","1","",""
"104931-2330249","1007","W Palmer Avenue and S Martin Luther King Jr Boulevard","W PA1007","30.427211","-84.285523","","","0","","","1","",""
"104931-2330250","1008","S Martin Luther King Jr Boulevard and Palmer Street","S MA1008","30.427499","-84.285682","","","0","","","1","",""
"104931-2330251","1013","S Monroe Street and E Oakland Avenue","S MO1013","30.431321","-84.28057","","","0","","","1","",""
"104931-2330252","1017","Across from 445 Gamble Street","445GAM","30.428715","-84.287115","","","0","","","0","",""
"104931-2330253","1018","444 Gamble Street","GAMB1018","30.428796","-84.286943","","","0","","","1","",""
"104931-2330254","1026","Gamble Street and Wahnish Way","GAMWAHNB","30.428911","-84.290286","","","0","","","1","",""
"104931-2330255","1027","Gamble Street and Wahnish Way","GAMWAHSB","30.4291","-84.290585","","","0","","","1","",""
"104931-2330256","1028","Gamble Street and Perry Street","GAMB1028","30.429104","-84.292962","","","0","","","1","",""
"104931-2330257","1030","Gamble Street and S Disston Street","GAMB1030","30.428736","-84.296458","","","0","","","1","",""
"104931-2330261","1035","Holton Street and Campbell Street","HOLT1035","30.420029","-84.296261","","","0","","","1","",""
"104931-2330262","1036","Holton Street and Tucker Street","HOLT1036","30.418166","-84.296266","","","0","","","1","",""
"104931-2330263","1037","Holton Street and Wies Street","HOLT1037","30.416791","-84.296296","","","0","","","1","",""
"104931-2330264","1038","Pasco Street and Howard Avenue","PASC1038","30.413213","-84.294117","","","0","","","0","",""
"104931-2330265","1039","Wies Street and Pasco Street","WIES1039","30.416607","-84.294142","","","0","","","0","",""
"104931-2330266","1052","W Tennessee Street and Dixie Drive","TENNDIXI","30.447672","-84.327793","","","0","","","1","",""
"104931-2330267","1060","N Monroe Street and E 7th Avenue","MNR7THNB","30.457301","-84.280635","","","0","","","1","",""
"104931-2330268","2000","Orange Avenue at Adams Street","ORANSADA","30.412469","-84.282098","","","0","","","1","",""
"104931-2330269","2001","C.K. Steele Plaza Gate 17","GATE 17","30.443813","-84.282571","","","0","104931-2387599","","1","",""
"104931-2330270","2002","Callaway Street and Hospitality Road","CALLHOSP","30.480008","-84.304257","","","0","","","0","",""
"104931-2330271","2003","Atlas Road and Hartsfield Road","ATLAHART","30.473916","-84.323018","","","0","","","1","",""
"104931-2330272","2004","Portland Avenue and Gothic Drive","PORTGOTH","30.477486","-84.320474","","","0","","","1","",""
"104931-2330273","2005","Pullen Road at Seminole Ridge","PULLGRAD","30.477956","-84.307161","","","0","","","1","",""
"104931-2330274","2006","N Monroe Street and Balsam Terrace","MONRBALM","30.477172","-84.298578","","","0","","","1","",""
"104931-2330275","2008","E Park Ave and N Franklin Boulevard (Eastbound)","","30.441793","-84.275103","","","0","","","1","",""
"104931-2330276","2009","C.K. Steele Plaza Gate 12","GATE 12","30.444461","-84.2825","","","0","104931-2387599","","1","",""
"104931-2330277","2010","Magnolia Drive and Miccosukee Road","MAGMICC","30.454141","-84.262397","","","0","","","1","",""
"104931-2330278","751","Miccosukee Road and Magnolia Drive","TMH OB","30.455759","-84.26162","","","0","","","1","",""
"104931-2330279","2013","C.K. Steele Plaza Gate 16","GATE 16","30.443969","-84.282294","","","0","104931-2387599","","1","",""
"104931-2330280","2018","Mahan Drive and Powell Rd","MAHANPOW","30.460272","-84.226993","","","0","","","1","",""
"104931-2330281","2019","Fallchase Shopping Center","MHNWALMR","30.461404","-84.215928","","","0","","","1","",""
"104931-2330282","2020","C.K. Steele Plaza Gate 18","GATE 18","30.443958","-84.282756","","","0","104931-2387599","","1","",""
"104931-2330283","2021","C.K. Steele Plaza Gate 8","GATE 8","30.444207","-84.282535","","","0","104931-2387599","","1","",""
"104931-2330284","2022","S Bronough Street and W Gaines Street","BRGAINES","30.434753","-84.284388","","","0","","","1","",""
"104931-2330285","2023","C.K. Steele Plaza Gate 14","GATE 14","30.444236","-84.282189","","","0","104931-2387599","","1","",""
"104931-2330286","2026","S Duval Street and W Harrison Street","DUVHAR","30.430251","-84.282553","","","0","","","1","",""
"104931-2330287","2029","Mahan Drive at Publix","MHNPUBW","30.461368","-84.224912","","","0","","","1","",""
"104931-2330288","2031","Mahan Drive and Riggins Road","MHNRIG","30.457165","-84.236471","","","0","","","1","",""
"104931-2330289","2032","Volusia Street and Joe Lewis Street","VOLJOE","30.458262","-84.303924","","","0","","","1","",""
"104931-2330290","2036","Miccosukee Road and Tallahassee Memorial Healthcare","TMH IB","30.456022","-84.261528","","","0","","","1","",""
"104931-2330291","2037","W Tharpe Street and Dawsey Street","THDAW","30.463849","-84.288988","","","0","","","1","",""
"104931-2330292","2041","W Jefferson Street and Gray Street","SOUTHGTE","30.439647","-84.293646","","","0","","","1","",""
"104931-2330293","2043","C.K. Steele Plaza Gate 20","GATE 20","30.444082","-84.282799","","","0","","","1","",""
"104931-2330294","2044","W Pensacola Street and Ausley Road","PENAUSLY","30.440826","-84.319399","","","0","","","1","",""
"104931-2330295","2045","W Pensacola Street at Benchmark Apartments","WPEN 235","30.440971","-84.323529","","","0","","","1","",""
"104931-2330296","2047","S Monroe Street and E Gaines Street","MONGANNB","30.436161","-84.28057","","","0","","","1","",""
"104931-2330297","2049","Roberts Avenue and Rankin Avenue","ROB236","30.433257","-84.343716","","","0","","","1","",""
"104931-2330298","2056","Mabry Street and Roberts Avenue","MBRYRBTS","30.429204","-84.32973","","","0","","","1","",""
"104931-2330299","2057","W Pensacola Street and White Drive","PEN346","30.440926","-84.325209","","","0","","","1","",""
"104931-2330300","2058","W Pensacola Street at Benchmark Apartments","PENBENCH","30.440808","-84.323425","","","0","","","1","",""
"104931-2330301","2059","W Pensacola Street and Ausley Road","PENAUSIB","30.440646","-84.319639","","","0","","","1","",""
"104931-2330302","2060","W Pensacloa Street and S Lipona Road","PEN354","30.440401","-84.314486","","","0","","","1","",""
"104931-2330303","2061","Capital Circle NE and Capital Medical Boulevard","CAPMED","30.472453","-84.2323","","","0","","","1","",""
"104931-2330304","2062","Capital Circle NE and Miccosukee (far side)","CNEMICNB","30.470075","-84.230916","","","0","","","1","",""
"104931-2330305","2063","Capital Circle NE and Care Boulevard","CAPCARE","30.474949","-84.234968","","","0","","","1","",""
"104931-2330306","2065","Capital Circle NE at Publix","CAPPUBX","30.479155","-84.236664","","","0","","","1","",""
"104931-2330307","2066","Capital Circle NE and Raymond Diehl Road","CCNERYDH","30.500175","-84.247398","","","0","","","1","",""
"104931-2330308","2068","C.K. Steele Plaza Gate 7","GATE 7","30.444097","-84.282231","","","0","104931-2387599","","1","",""
"104931-2330309","2069","Thomasville Road and Village Square Boulevard","TVLVSQU","30.50988","-84.247233","","","0","","","1","",""
"104931-2330310","2072","Capital Circle NE and Tim Gamble Place","CCTMGAMB","30.476372","-84.236146","","","0","","","1","",""
"104931-2330311","2075","Capital Circle NE and Miccosukee Road","CCMICCSB","30.468832","-84.230782","","","0","","","1","",""
"104931-2330312","2076","W Tennessee St at High Road Wb","W TE 234","30.449217","-84.314212","","","0","","","1","",""
"104931-2330313","2077","Capital Circle NE and Exeter Road","CCNEEXET","30.463185","-84.228108","","","0","","","1","",""
"104931-2330314","2078","Capital Circle NE and Mahan Drive (nearside)","CCMAHAN","30.460187","-84.228196","","","0","","","1","",""
"104931-2330316","2080","Capital West Shopping Center","WALSHLTR","30.460238","-84.360811","","","0","","","1","",""
"104931-2330317","2081","Capital Circle NW North of W Tharpe Street","CANW12","30.46571","-84.360984","","","0","","","1","",""
"104931-2330318","2082","Capital Circle NW and Brittany Boulevard","CANW14","30.471688","-84.361317","","","0","","","1","",""
"104931-2330319","2083","Apalachee Parkway at Walmart Shopping Center","PKWALMRT","30.427293","-84.213873","","","0","","","1","",""
"104931-2330320","2084","N Mission Road and Pecan Road","MISSPEC","30.469817","-84.344433","","","0","","","1","",""
"104931-2330321","2085","E Park Avenue and Blair Stone Road","PARBSTON","30.441912","-84.247589","","","0","","","1","",""
"104931-2330322","2086","N Mission Road and Tharpe Street","MISNTHRP","30.465276","-84.343132","","","0","","","1","",""
"104931-2330323","2087","Capital Circle NW south of Home Depot","CANW 56","30.46599","-84.361442","","","0","","","1","",""
"104931-2330324","2089","Governors Square Boulevard and Magnolia","GSBMAGWB","30.439852","-84.261504","","","0","","","1","",""
"104931-2330325","2091","W Tennessee Street and High Road","TENNHIGH","30.44893","-84.313739","","","0","","","1","",""
"104931-2330326","2094","Tennessee Street and Wadsworth Street","TENNWADS","30.448737","-84.304655","","","0","","","1","",""
"104931-2330327","2097","W Tennessee Street and N Woodward Avenue","TENNWWD","30.446339","-84.298848","","","0","","","1","",""
"104931-2330328","2098","Appleyard Drive at Starmetro","STARMETO","30.434616","-84.337757","","","0","","","1","",""
"104931-2330329","2099","Appleyard Drive and Municipal Way","NBAPMUNI","30.439307","-84.337778","","","0","","","1","",""
"104931-2330330","2100","Appleyard Drive and Tallahassee Community College Crosswalk","APPTCC","30.443736","-84.337809","","","0","","","1","",""
"104931-2330332","2102","Tallahassee Community College","TCCSB","30.446547","-84.338779","","","0","","","1","",""
"104931-2330333","2103","Ocala Road at Godby High School","OCAGODBY","30.460444","-84.318271","","","0","","","1","",""
"104931-2330334","2104","W Tennessee Street and N Martin Luther King Jr Boulevard","WTE21","30.444785","-84.285522","","","0","","","1","",""
"104931-2330335","2105","Ocala Road and Continental Avenue","OCACONTI","30.455779","-84.31784","","","0","","","1","",""
"104931-2330336","2108","Appleyard Drive and Tennessee Street","NBAPTENN","30.451265","-84.337775","","","0","","","1","",""
"104931-2330337","2110","Ocala Road across from Osceola Ridge (Ocala and 1001)","OCA1001","30.452268","-84.317528","","","0","","","1","",""
"104931-2330338","2112","C.K. Steele Plaza Gate 15","GATE 15","30.444047","-84.282204","","","0","104931-2387599","","1","",""
"104931-2330340","2120","C.K. Steele Plaza Gate 9","GATE 9","30.444233","-84.282784","","","0","104931-2387599","","1","",""
"104931-2330341","2121","C.K. Steele Plaza Gate 1","GATE 1","30.444383","-84.282919","","","0","104931-2387599","","1","",""
"104931-2330343","2125","C.K. Steele Plaza Gate 10","GATE 10","30.444269","-84.282826","","","0","104931-2387599","","1","",""
"104931-2330344","2127","C.K. Steele Plaza Gate 11","GATE 11","30.444388","-84.282681","","","0","104931-2387599","","1","",""
"104931-2330345","2128","Appleyard Drive at Tallahassee Community College Crosswalk","APL598","30.444348","-84.33808","","","0","","","1","",""
"104931-2330346","2129","C.K. Steele Plaza Gate 13","GATE 13","30.444364","-84.282336","","","0","104931-2387599","","1","",""
"104931-2330347","2130","C.K. Steele Plaza Gate 21","GATE 21","30.443845","-84.282576","","","0","104931-2387599","","1","",""
"104931-2330348","2131","C.K. Steele Plaza Gate 22","GATE 22","30.444092","-84.282255","","","0","104931-2387599","","1","",""
"104931-2330349","2132","Appleyard Drive and Municipal Way","APLMUNIC","30.439829","-84.338091","","","0","","","1","",""
"104931-2330350","2134","C.K. Steele Plaza Gate 19","GATE 19","30.444029","-84.282831","","","0","104931-2387599","","1","",""
"104931-2330351","2135","Ross Road and Woodville Highway","ROSSWDVL","30.381528","-84.273328","","","0","","","1","",""
"104931-2330352","2136","Appleyard Drive at Starmetro","APLSTARM","30.435147","-84.338091","","","0","","","1","",""
"104931-2330353","2137","Jackson Bluff Road and Ausley Road","JACAUSLE","30.434353","-84.319693","","","0","","","1","",""
"104931-2330355","2140","Jackson Bluff Road and Lipona Road","JACLIPON","30.434333","-84.314926","","","0","","","0","",""
"104931-2330356","2142","Jackson Bluff Road and Airport Drive","JACAIRPO","30.434377","-84.310984","","","0","","","1","",""
"104931-2330357","2144","Jackson Bluff Road and Hendry Street","JAXHNDRY","30.434385","-84.306655","","","0","","","1","",""
"104931-2330358","2149","S Monroe Street and E Pershing Street","SMON 44","30.429404","-84.280563","","","0","","","1","",""
"104931-2330359","2150","S Monroe Street and E Oakland Avenue","SMON45","30.431537","-84.28076","","","0","","","1","",""
